"packet"	"utc"	"src"	"dst"	"sport"	"dport"	"proto"	"flags"	"payload_bytes"	"ip_bytes"	"payload_prefix_hex"
"117"	"2026-08-24T00:58:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40058"	"53"	"udp"	"0"	"49"	"77"	"0422010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"118"	"2026-08-24T00:58:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40058"	"udp"	"0"	"65"	"93"	"0422818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"119"	"2026-08-24T00:59:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40059"	"53"	"udp"	"0"	"49"	"77"	"0423010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"120"	"2026-08-24T00:59:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40059"	"udp"	"0"	"65"	"93"	"0423818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"121"	"2026-08-24T01:00:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40060"	"53"	"udp"	"0"	"49"	"77"	"0424010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"122"	"2026-08-24T01:00:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40060"	"udp"	"0"	"65"	"93"	"0424818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"123"	"2026-08-24T01:01:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40061"	"53"	"udp"	"0"	"49"	"77"	"0425010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"124"	"2026-08-24T01:01:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40061"	"udp"	"0"	"65"	"93"	"0425818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"125"	"2026-08-24T01:02:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40062"	"53"	"udp"	"0"	"49"	"77"	"0426010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"126"	"2026-08-24T01:02:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40062"	"udp"	"0"	"65"	"93"	"0426818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"127"	"2026-08-24T01:03:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40063"	"53"	"udp"	"0"	"49"	"77"	"0427010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"128"	"2026-08-24T01:03:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40063"	"udp"	"0"	"65"	"93"	"0427818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"129"	"2026-08-24T01:04:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40064"	"53"	"udp"	"0"	"49"	"77"	"0428010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"130"	"2026-08-24T01:04:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40064"	"udp"	"0"	"65"	"93"	"0428818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"131"	"2026-08-24T01:05:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40065"	"53"	"udp"	"0"	"49"	"77"	"0429010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"132"	"2026-08-24T01:05:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40065"	"udp"	"0"	"65"	"93"	"0429818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"133"	"2026-08-24T01:06:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40066"	"53"	"udp"	"0"	"49"	"77"	"042a010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"134"	"2026-08-24T01:06:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40066"	"udp"	"0"	"65"	"93"	"042a818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"135"	"2026-08-24T01:07:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40067"	"53"	"udp"	"0"	"49"	"77"	"042b010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"136"	"2026-08-24T01:07:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40067"	"udp"	"0"	"65"	"93"	"042b818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"137"	"2026-08-24T01:08:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40068"	"53"	"udp"	"0"	"49"	"77"	"042c010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"138"	"2026-08-24T01:08:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40068"	"udp"	"0"	"65"	"93"	"042c818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"139"	"2026-08-24T01:09:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40069"	"53"	"udp"	"0"	"49"	"77"	"042d010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"140"	"2026-08-24T01:09:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40069"	"udp"	"0"	"65"	"93"	"042d818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"141"	"2026-08-24T01:10:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40070"	"53"	"udp"	"0"	"49"	"77"	"042e010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"142"	"2026-08-24T01:10:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40070"	"udp"	"0"	"65"	"93"	"042e818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"143"	"2026-08-24T01:11:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40071"	"53"	"udp"	"0"	"49"	"77"	"042f010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"144"	"2026-08-24T01:11:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40071"	"udp"	"0"	"65"	"93"	"042f818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"145"	"2026-08-24T01:12:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40072"	"53"	"udp"	"0"	"49"	"77"	"0430010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"146"	"2026-08-24T01:12:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40072"	"udp"	"0"	"65"	"93"	"0430818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"147"	"2026-08-24T01:13:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40073"	"53"	"udp"	"0"	"49"	"77"	"0431010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"148"	"2026-08-24T01:13:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40073"	"udp"	"0"	"65"	"93"	"0431818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"149"	"2026-08-24T01:14:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40074"	"53"	"udp"	"0"	"49"	"77"	"0432010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"150"	"2026-08-24T01:14:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40074"	"udp"	"0"	"65"	"93"	"0432818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"151"	"2026-08-24T01:15:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40075"	"53"	"udp"	"0"	"49"	"77"	"0433010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"152"	"2026-08-24T01:15:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40075"	"udp"	"0"	"65"	"93"	"0433818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"153"	"2026-08-24T01:16:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40076"	"53"	"udp"	"0"	"49"	"77"	"0434010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"154"	"2026-08-24T01:16:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40076"	"udp"	"0"	"65"	"93"	"0434818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"155"	"2026-08-24T01:17:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40077"	"53"	"udp"	"0"	"49"	"77"	"0435010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"156"	"2026-08-24T01:17:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40077"	"udp"	"0"	"65"	"93"	"0435818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"157"	"2026-08-24T01:18:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40078"	"53"	"udp"	"0"	"49"	"77"	"0436010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"158"	"2026-08-24T01:18:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40078"	"udp"	"0"	"65"	"93"	"0436818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"159"	"2026-08-24T01:19:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40079"	"53"	"udp"	"0"	"49"	"77"	"0437010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"160"	"2026-08-24T01:19:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40079"	"udp"	"0"	"65"	"93"	"0437818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"161"	"2026-08-24T01:20:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40080"	"53"	"udp"	"0"	"49"	"77"	"0438010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"162"	"2026-08-24T01:20:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40080"	"udp"	"0"	"65"	"93"	"0438818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"163"	"2026-08-24T01:21:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40081"	"53"	"udp"	"0"	"49"	"77"	"0439010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"164"	"2026-08-24T01:21:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40081"	"udp"	"0"	"65"	"93"	"0439818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"165"	"2026-08-24T01:22:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40082"	"53"	"udp"	"0"	"49"	"77"	"043a010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"166"	"2026-08-24T01:22:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40082"	"udp"	"0"	"65"	"93"	"043a818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"167"	"2026-08-24T01:23:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40083"	"53"	"udp"	"0"	"49"	"77"	"043b010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"168"	"2026-08-24T01:23:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40083"	"udp"	"0"	"65"	"93"	"043b818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"169"	"2026-08-24T01:24:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40084"	"53"	"udp"	"0"	"49"	"77"	"043c010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"170"	"2026-08-24T01:24:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40084"	"udp"	"0"	"65"	"93"	"043c818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"171"	"2026-08-24T01:25:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40085"	"53"	"udp"	"0"	"49"	"77"	"043d010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"172"	"2026-08-24T01:25:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40085"	"udp"	"0"	"65"	"93"	"043d818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"173"	"2026-08-24T01:26:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40086"	"53"	"udp"	"0"	"49"	"77"	"043e010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"174"	"2026-08-24T01:26:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40086"	"udp"	"0"	"65"	"93"	"043e818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"175"	"2026-08-24T01:27:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40087"	"53"	"udp"	"0"	"49"	"77"	"043f010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"176"	"2026-08-24T01:27:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40087"	"udp"	"0"	"65"	"93"	"043f818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"177"	"2026-08-24T01:28:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40088"	"53"	"udp"	"0"	"49"	"77"	"0440010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"178"	"2026-08-24T01:28:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40088"	"udp"	"0"	"65"	"93"	"0440818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"179"	"2026-08-24T01:29:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40089"	"53"	"udp"	"0"	"49"	"77"	"0441010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"180"	"2026-08-24T01:29:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40089"	"udp"	"0"	"65"	"93"	"0441818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"181"	"2026-08-24T01:30:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40090"	"53"	"udp"	"0"	"49"	"77"	"0442010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"182"	"2026-08-24T01:30:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40090"	"udp"	"0"	"65"	"93"	"0442818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"183"	"2026-08-24T01:31:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40091"	"53"	"udp"	"0"	"49"	"77"	"0443010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"184"	"2026-08-24T01:31:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40091"	"udp"	"0"	"65"	"93"	"0443818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"185"	"2026-08-24T01:32:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40092"	"53"	"udp"	"0"	"49"	"77"	"0444010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"186"	"2026-08-24T01:32:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40092"	"udp"	"0"	"65"	"93"	"0444818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"187"	"2026-08-24T01:33:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40093"	"53"	"udp"	"0"	"49"	"77"	"0445010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"188"	"2026-08-24T01:33:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40093"	"udp"	"0"	"65"	"93"	"0445818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"189"	"2026-08-24T01:34:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40094"	"53"	"udp"	"0"	"49"	"77"	"0446010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"190"	"2026-08-24T01:34:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40094"	"udp"	"0"	"65"	"93"	"0446818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"191"	"2026-08-24T01:35:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40095"	"53"	"udp"	"0"	"49"	"77"	"0447010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"192"	"2026-08-24T01:35:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40095"	"udp"	"0"	"65"	"93"	"0447818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"193"	"2026-08-24T01:36:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40096"	"53"	"udp"	"0"	"49"	"77"	"0448010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"194"	"2026-08-24T01:36:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40096"	"udp"	"0"	"65"	"93"	"0448818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"195"	"2026-08-24T01:37:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40097"	"53"	"udp"	"0"	"49"	"77"	"0449010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"196"	"2026-08-24T01:37:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40097"	"udp"	"0"	"65"	"93"	"0449818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"197"	"2026-08-24T01:38:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40098"	"53"	"udp"	"0"	"49"	"77"	"044a010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"198"	"2026-08-24T01:38:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40098"	"udp"	"0"	"65"	"93"	"044a818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"199"	"2026-08-24T01:39:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40099"	"53"	"udp"	"0"	"49"	"77"	"044b010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"200"	"2026-08-24T01:39:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40099"	"udp"	"0"	"65"	"93"	"044b818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"201"	"2026-08-24T01:40:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40100"	"53"	"udp"	"0"	"49"	"77"	"044c010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"202"	"2026-08-24T01:40:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40100"	"udp"	"0"	"65"	"93"	"044c818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"203"	"2026-08-24T01:41:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40101"	"53"	"udp"	"0"	"49"	"77"	"044d010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"204"	"2026-08-24T01:41:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40101"	"udp"	"0"	"65"	"93"	"044d818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"205"	"2026-08-24T01:42:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40102"	"53"	"udp"	"0"	"49"	"77"	"044e010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"206"	"2026-08-24T01:42:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40102"	"udp"	"0"	"65"	"93"	"044e818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"207"	"2026-08-24T01:43:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40103"	"53"	"udp"	"0"	"49"	"77"	"044f010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"208"	"2026-08-24T01:43:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40103"	"udp"	"0"	"65"	"93"	"044f818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"209"	"2026-08-24T01:44:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40104"	"53"	"udp"	"0"	"49"	"77"	"0450010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"210"	"2026-08-24T01:44:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40104"	"udp"	"0"	"65"	"93"	"0450818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"211"	"2026-08-24T01:45:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40105"	"53"	"udp"	"0"	"49"	"77"	"0451010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
